,wine name,winery,wine year,wine rating,wine price,wine region,wine country,grape information,wine acidity,wine intensity,wine sweetness,wine tannin,wine description
574,Muku Late Harvest Sauvignon Blanc,Kenzo Estate,2016,4.2,89.0,Napa Valley,United States,Sauvignon Blanc,,,,,"California is known primarily for its Cabernet and Chardonnay, but they are also producing some really lovely Sauvignon Blancs. These wines are typically high in acidity and great with food.

Sauvignon Blanc in California is usually a little fruitier than it is in France, and a little lighter in body and color than a typical Chardonnay.

Sauvignon Blanc might be the perfect wine for summertime and California makes some of the best. The wines are usually light, crisp, and brimming with gorgeous flavors of zesty lime, grapefruit, and melon. These fruit flavors are perfectly complemented with subtle herbal flavors. Some say that Sauvignon Blanc smells like freshly mown grass.

One of the best parts about Sauvignon Blanc is that it is relatively inexpensive. A lack of new oak and smaller demand, keeps its prices lower than Chardonnay. You can get great deals on these. Look for great Sauvignon Blancs from classic Napa Valley producers."
575,Vignoles Late Harvest,Ravines,2013,3.8,34.95,Finger Lakes,United States,,,,,,
576,Passito Rosso,Massa Vecchia,2012,4.2,59.99,Toscana,Italy,,,,,,
577,Ürziger Würzgarten Riesling Spätlese,Jos. Christoffel Jr.,2016,4.3,31.9,Mosel,Germany,Riesling,3.9745337999999997,2.8413334,2.4288,,"Riesling is without question Germany's favorite grape. Widely planted, though once derided, Riesling is the superstar of the white wine world at the moment.

There is a lot of scope for versatility with this sweet, viscous wine, though you can expect to get hints of tropical fruit, nectarine, melon and pineapple from a solid Riesling.

The grape originated in the Rhine region of Germany, and the best of them are said to grow along the banks of the Mosel River on the beautiful steep, south facing hills.

There are six categories of Riesling which indicate the ripeness of the grapes. Kabinett is considered “off-dry” and is a typically ripe grape. Spätlese is riper and therefor sweeter, and Auslese is even riper still. Beyond on that you have Beerenauslese, Trockenbeerenauslese and Eiswein (or ice wine), all getting sweeter, more viscous and more expensive.

It's a favorite in the food and beverage industry because of its willingness to play with a wide variety of foods, particular spicy dishes. The current Asian fusion boom is thought to have had a tremendous effect on Riesling's popularity."
578,Tokaji Aszú 6 Puttonyos,Sauska,2003,4.4,91.99,Tokaj,Hungary,,,,,,
579,Niederberg Helden Riesling Auslese,Schloss Lieser,2013,4.3,49.0,Mosel,Germany,Riesling,4.119371,2.9244375,3.3616203999999996,,"Riesling is without question Germany's favorite grape. Widely planted, though once derided, Riesling is the superstar of the white wine world at the moment.

There is a lot of scope for versatility with this sweet, viscous wine, though you can expect to get hints of tropical fruit, nectarine, melon and pineapple from a solid Riesling.

The grape originated in the Rhine region of Germany, and the best of them are said to grow along the banks of the Mosel River on the beautiful steep, south facing hills.

There are six categories of Riesling which indicate the ripeness of the grapes. Kabinett is considered “off-dry” and is a typically ripe grape. Spätlese is riper and therefor sweeter, and Auslese is even riper still. Beyond on that you have Beerenauslese, Trockenbeerenauslese and Eiswein (or ice wine), all getting sweeter, more viscous and more expensive.

It's a favorite in the food and beverage industry because of its willingness to play with a wide variety of foods, particular spicy dishes. The current Asian fusion boom is thought to have had a tremendous effect on Riesling's popularity."
580,Blue Fish Sweet Riesling,Die Weinmacher,2016,3.7,9.88,Pfalz,Germany,Riesling,3.9924,2.9330666,2.0235999,,"Riesling is without question Germany's favorite grape. Widely planted, though once derided, Riesling is the superstar of the white wine world at the moment.

There is a lot of scope for versatility with this sweet, viscous wine, though you can expect to get hints of tropical fruit, nectarine, melon and pineapple from a solid Riesling.

The grape originated in the Rhine region of Germany, and the best of them are said to grow along the banks of the Mosel River on the beautiful steep, south facing hills.

There are six categories of Riesling which indicate the ripeness of the grapes. Kabinett is considered “off-dry” and is a typically ripe grape. Spätlese is riper and therefor sweeter, and Auslese is even riper still. Beyond on that you have Beerenauslese, Trockenbeerenauslese and Eiswein (or ice wine), all getting sweeter, more viscous and more expensive.

It's a favorite in the food and beverage industry because of its willingness to play with a wide variety of foods, particular spicy dishes. The current Asian fusion boom is thought to have had a tremendous effect on Riesling's popularity."
581,Cérons Blanc,Château de Cérons,2009,4.0,23.0,Cérons,France,,,,,,
582,Château de Cosse Sauternes,Château Rieussec,2014,4.0,32.99,Sauternes,France,Sauvignon Blanc,4.319408999999999,4.9519796,4.955064299999999,,
583,Sauternes (Grand Cru Classé),Château Filhot,1990,4.5,55.0,Sauternes,France,Sauvignon Blanc,4.3812475,4.8240347,4.943792,,
584,Vidal Icewine,Inniskillin,2014,4.4,52.99,Niagara Peninsula,Canada,,,,,,
585,Tokaji Furmint,Tokaj Classic,2016,3.2,33.0,Tokaj,Hungary,,,,,,
586,Quarts de Chaume,Baumard,1997,4.6,57.0,Quarts de Chaume,France,Chenin Blanc,3.7671232000000003,3.0783563,3.0313697,,"Loire Chenin Blanc is characterized by its distinctive high acidity. Most tend to be off-dry to medium sweet, with notes of flowers, straw and honey.

The best sweet styles are made from grapes affected by noble rot, which become golden and honeyed. Dry styles possess a chalky minerality to them.

Spanning the Loire River as it flows out to the Atlantic Ocean, the region has diverse soils and climates, meaning Chenin Blanc comes in all different styles.

Because of the grape's inherent high acidity, Chenin Blanc's charm can be lost in cooler vintages, with the acid overpowering."
587,Vin Santo di Montepulciano Occhio di Pernice,Avignonesi,1998,4.8,279.99,Vin Santo di Montepulciano,Italy,,,,,,
588,Sauternes (Premier Grand Cru Classé),Château Rieussec,1995,4.2,100.0,Sauternes,France,Sauvignon Blanc,4.3623915,4.7800709999999995,4.8944735999999995,,
589,Sauternes,Château d'Yquem,1980,4.6,385.0,Sauternes,France,Sauvignon Blanc,4.3780730000000005,4.692753,4.878145,,
590,Vergine Riserva,Marco de Bartoli,1988,4.5,200.0,Marsala,Italy,,,,,,
591,Bent el Riah Passito di Pantelleria,Nika,2011,3.5,34.49,Passito di Pantelleria,Italy,,,,,,
592,Sauternes,Château Raymond-Lafon,1990,4.3,89.95,Sauternes,France,Sauvignon Blanc,4.369524500000001,4.699751,4.912559,,
593,Vin Santo del Chianti Classico S. Niccolò,Castellare,2011,3.8,31.99,Vin Santo del Chianti Classico,Italy,,,,,,
594,Tokaji Aszú 3 Puttonyos,Oremus,2000,4.3,36.99,Tokaj,Hungary,,,,,,
595,Natural Sweet Viognier,Ridgeback,2015,3.5,29.95,Paarl,South Africa,,,,,,
596,Malvasia Volcanica Semidulce,Bermejo,2018,4.0,24.0,Lanzarote,Spain,,,,,,
597,Le Passule Passito Bianco,Librandi,2009,4.0,35.98,Val di Neto,Italy,Malvasia,2.933814,3.8147907,3.6018605000000004,,"Italy is responsible for some of the finest wines in the world, and while Northern Italy receives the majority of the plaudits, there is some excellent wine emerging from the sparsely populated southern regions.

Fiano and Greco are the two big white varietals in Campania and Basilicata, while Sicily has become known for their Bianco d'Alcamo, a dry wine made from the Marsala grape.

Southern Italy's reputation has taken a beating in recent years as they have become known for producing bulk wine that they can't sell, and the reputation seems to endure despite some lovely wine coming from Sicily, Campania and Basilicata.

Fiano tends to be a wonderfully creamy white wine with lots of green apple skin and pear. Greco, arguably Campania's flagship white grape, is a lot crisper, and typically has an abundance of minerality, lemon notes and pear.

The white wine of Southern Italy pairs extremely well with the creamy regional cuisine, as well as with some freshly caught fish or shellfish."
598,Sauternes (Premier Grand Cru Classé),Château Lafaurie-Peyraguey,2004,4.2,29.99,Sauternes,France,Sauvignon Blanc,4.314389,4.7723455,4.8714213,,
599,Sauternes,Château d'Yquem,1982,4.7,650.0,Sauternes,France,Sauvignon Blanc,4.3780730000000005,4.692753,4.878145,,
600,Harvest Select Sweet Riesling,Chateau Ste. Michelle,2012,4.0,9.99,Columbia Valley,United States,Riesling,2.8992894000000002,2.511005,3.6412497000000004,,
601,Rojo Dulce,Vinos de los Muertos,N.V.,3.5,10.99,New Mexico,United States,,,,,,
602,Bastardo,Horácio Simões,2013,4.4,23.88,Palmela,Portugal,,,,,,
603,Dolce (Late Harvest),Dolce,2011,4.6,170.0,Napa Valley,United States,,,,,,
604,Essensia Orange Muscat,Quady,2014,3.9,15.99,Madera,United States,,,,,,
605,Sauternes (Premier Grand Cru Classé),Château Suduiraut,1989,4.3,90.88,Sauternes,France,Sauvignon Blanc,4.363766,4.741132299999999,4.8958597,,
606,Sauternes (Premier Grand Cru Classé),Clos Haut-Peyraguey,2001,4.2,29.0,Sauternes,France,Sauvignon Blanc,4.329452,4.7093635,4.944746,,
607,Elysium,Quady,2015,4.1,15.833333333333336,Madera,United States,,,,,,
608,Passerillé Coteaux du Layon Saint-Aubin,Domaine Philippe Delesvaux,2018,3.9,22.47,Coteaux du Layon 'Saint-Aubin-de-Luigne',France,Chenin Blanc,3.954615,2.6715383999999998,2.7653847000000003,,"Loire Chenin Blanc is characterized by its distinctive high acidity. Most tend to be off-dry to medium sweet, with notes of flowers, straw and honey.

The best sweet styles are made from grapes affected by noble rot, which become golden and honeyed. Dry styles possess a chalky minerality to them.

Spanning the Loire River as it flows out to the Atlantic Ocean, the region has diverse soils and climates, meaning Chenin Blanc comes in all different styles.

Because of the grape's inherent high acidity, Chenin Blanc's charm can be lost in cooler vintages, with the acid overpowering."
609,Brauneberg Juffer Riesling Spätlese,Willi Haag,2018,3.9,20.99,Brauneberg,Germany,Riesling,4.2572220000000005,2.4184259999999997,3.0810183999999996,,"Riesling is without question Germany's favorite grape. Widely planted, though once derided, Riesling is the superstar of the white wine world at the moment.

There is a lot of scope for versatility with this sweet, viscous wine, though you can expect to get hints of tropical fruit, nectarine, melon and pineapple from a solid Riesling.

The grape originated in the Rhine region of Germany, and the best of them are said to grow along the banks of the Mosel River on the beautiful steep, south facing hills.

There are six categories of Riesling which indicate the ripeness of the grapes. Kabinett is considered “off-dry” and is a typically ripe grape. Spätlese is riper and therefor sweeter, and Auslese is even riper still. Beyond on that you have Beerenauslese, Trockenbeerenauslese and Eiswein (or ice wine), all getting sweeter, more viscous and more expensive.

It's a favorite in the food and beverage industry because of its willingness to play with a wide variety of foods, particular spicy dishes. The current Asian fusion boom is thought to have had a tremendous effect on Riesling's popularity."
610,Noblesse du Temps Jurançon,Domaine Cauhapé,2012,4.0,35.42,Jurançon,France,,,,,,
611,Noblesse du Temps Jurançon,Domaine Cauhapé,2014,4.1,35.42,Jurançon,France,,,,,,
612,Montefalco Sagrantino Passito,Paolo Bea,2009,4.6,85.99,Montefalco Sagrantino,Italy,,,,,,
613,Sélection de Grains Nobles Pinot Gris,Hugel,2007,4.5,189.32,Alsace,France,Pinot Gris,,,,,"Alsatian Pinot Gris has highly regarded characteristics compared to its Italian and New World American counterparts. Grown and produced in Northeast France, the volcanic and limestone soils provide the perfect canvas for a wine of superlatives and class.

One should do what they must to ensure that life is not spent without having experienced the complexity and sumptuousness of Alsatian Pinot Gris.

Historically Alsace has been in a tug-of war between France and Germany, but France won. What this means for the wine is that production methods and nuances of both countries make their way into the bottles this region produces.

The wines are full-bodied, with a flavorful bouquet of lime, meyer lemon, green apple, pear, and white peach. They exemplify the notions of ripeness, spice, and high acidity. Expect Alsatian Pinot Gris to be a little spendier than other varieties of this grape.

Be sure to serve this wine ice cold. This wine pairs very well with light fishes such as perch, and soul. It also tastes amazingly well with chicken, turkey, duck or pork. Cruciferous vegetables are well complimented by the acid in the wine as are well spiced greens."
614,Dolcemente Rosso (Cabernet Sauvignon - Cesanese),Cantina Gabriele,2015,4.3,8.79,Vino d'Italia,Italy,,,,,,
615,Prieuré d'Arche Sauternes,Château d'Arche,2015,3.7,59.99,Sauternes,France,Sauvignon Blanc,4.438088,4.6430516,4.916691,,
616,Sauternes,Château Roûmieu-Lacoste,2016,4.1,38.99,Sauternes,France,Sauvignon Blanc,4.4442773,4.833177,4.9513682999999995,,
617,Vidal Icewine,Peller Estates,2017,4.2,65.41,Niagara Peninsula,Canada,,,,,,
618,Petit Guiraud Sauternes,Château Guiraud,2015,3.8,39.99,Sauternes,France,Sauvignon Blanc,4.3912873,4.773666,4.928252,,
619,Saarburger Rausch Riesling Spätlese,Forstmeister Geltz-Zilliken,2018,4.2,47.95,Mosel,Germany,Riesling,3.4921963,2.9903378,3.5639812999999996,,"Riesling is without question Germany's favorite grape. Widely planted, though once derided, Riesling is the superstar of the white wine world at the moment.

There is a lot of scope for versatility with this sweet, viscous wine, though you can expect to get hints of tropical fruit, nectarine, melon and pineapple from a solid Riesling.

The grape originated in the Rhine region of Germany, and the best of them are said to grow along the banks of the Mosel River on the beautiful steep, south facing hills.

There are six categories of Riesling which indicate the ripeness of the grapes. Kabinett is considered “off-dry” and is a typically ripe grape. Spätlese is riper and therefor sweeter, and Auslese is even riper still. Beyond on that you have Beerenauslese, Trockenbeerenauslese and Eiswein (or ice wine), all getting sweeter, more viscous and more expensive.

It's a favorite in the food and beverage industry because of its willingness to play with a wide variety of foods, particular spicy dishes. The current Asian fusion boom is thought to have had a tremendous effect on Riesling's popularity."
620,Sauternes,Château Raymond-Lafon,2011,4.3,68.34,Sauternes,France,Sauvignon Blanc,4.369524500000001,4.699751,4.912559,,
621,Vallée Noble Gewurztraminer,Domaine Léon Boesch,2016,4.3,24.99,Alsace,France,Gewürztraminer,,,,,"Alsace is a wine growing region in Northeast France that borders Germany. Because Alsace is proximal to Germany, cradled in the shadow of the Vosges Mountain range and just east of the Rhine River, it shares many common grape varieties.

Gewürztraminer can trace its lineage to Alsace, and is the second most planted variety in the region.

Gewürztraminer is an aromatic grape, this is typically expressed as exotic fruits such as lychee, star fruit, passion fruit or mango. In addition to lush fruit notes, a host of other aromatics makes for a complex and heady elixir—orange peel, roses, honey, and baking spices are also common fragrances. A deep gold color, it tends to be full-bodied with fairly low acidity and sometimes has a lovely spritz (or slight effervescence).

As a rule, Alsatian Gewürztraminer is unoaked, and is produced in both a dry and off-dry style. Late Harvest Gewürz are made as well, generally labeled as Vendange Tardive (VT) and Sélection de Grains Nobles (or SGN meaning that the wines have been affected by Noble Rot).

Universally known as the wine to pair with spicy Asian cuisine, Gewürztraminer has a broader range of pairing potential. Both dry and off-dry Gewürztraminer will compliment roast duck, washed-rind cheeses like Epoisses, cream of potato soup, bratwurst, omelets with smoked salmon and pizza with figs and Praga ham. Pair off-dry Gewürztraminer with foie gras, apple tartin, or desserts featuring tropical fruit."
622,Sauternes (Premier Grand Cru Classé),Château Suduiraut,2003,4.3,38.99,Sauternes,France,Sauvignon Blanc,4.363766,4.741132299999999,4.8958597,,
623,Pet Mex,Bichi,2019,4.1,34.99,Baja California,Mexico,,,,,,
624,Sauternes (Premier Grand Cru Classé),Château Guiraud,1989,4.4,66.51,Sauternes,France,Sauvignon Blanc,4.370208,4.7586260000000005,4.894749,,
625,Riesling Medium Sweet,Blüfeld,2016,3.8,10.99,Mosel,Germany,Riesling,3.9418279999999997,3.1066666,2.7284946,,"Riesling is without question Germany's favorite grape. Widely planted, though once derided, Riesling is the superstar of the white wine world at the moment.

There is a lot of scope for versatility with this sweet, viscous wine, though you can expect to get hints of tropical fruit, nectarine, melon and pineapple from a solid Riesling.

The grape originated in the Rhine region of Germany, and the best of them are said to grow along the banks of the Mosel River on the beautiful steep, south facing hills.

There are six categories of Riesling which indicate the ripeness of the grapes. Kabinett is considered “off-dry” and is a typically ripe grape. Spätlese is riper and therefor sweeter, and Auslese is even riper still. Beyond on that you have Beerenauslese, Trockenbeerenauslese and Eiswein (or ice wine), all getting sweeter, more viscous and more expensive.

It's a favorite in the food and beverage industry because of its willingness to play with a wide variety of foods, particular spicy dishes. The current Asian fusion boom is thought to have had a tremendous effect on Riesling's popularity."
626,Sauternes,Château d'Yquem,1945,5.0,4201.0,Sauternes,France,Sauvignon Blanc,4.3780730000000005,4.692753,4.878145,,
627,Sauternes (Grand Cru Classé),Château Doisy-Vedrines,2017,4.0,29.99,Sauternes,France,Sauvignon Blanc,4.3899745999999995,4.7700806,4.8920392999999995,,
628,Dolce (Late Harvest),Dolce,2008,4.5,51.95,Napa Valley,United States,,,,,,
629,Sauternes (Premier Grand Cru Classé),Château Sigalas Rabaud,2001,4.3,45.0,Sauternes,France,Sauvignon Blanc,4.3661475,4.778089,4.895608,,
630,Coteaux du Layon,Château de la Roulerie,2017,4.1,13.99,Côteaux du Layon,France,Chenin Blanc,3.3657894,2.8867836,3.396959,,"Loire Chenin Blanc is characterized by its distinctive high acidity. Most tend to be off-dry to medium sweet, with notes of flowers, straw and honey.

The best sweet styles are made from grapes affected by noble rot, which become golden and honeyed. Dry styles possess a chalky minerality to them.

Spanning the Loire River as it flows out to the Atlantic Ocean, the region has diverse soils and climates, meaning Chenin Blanc comes in all different styles.

Because of the grape's inherent high acidity, Chenin Blanc's charm can be lost in cooler vintages, with the acid overpowering."
631,Le Dauphin de Guiraud Sauternes,Château Guiraud,2004,4.0,39.0,Sauternes,France,Sauvignon Blanc,4.4408636,4.7880400000000005,4.920864,,
632,Grünlack Riesling Spätlese,Schloss Johannisberg,2015,4.2,39.9,Rheingau,Germany,Riesling,3.520403,3.2112993999999997,3.666173,,"Riesling is without question Germany's favorite grape. Widely planted, though once derided, Riesling is the superstar of the white wine world at the moment.

There is a lot of scope for versatility with this sweet, viscous wine, though you can expect to get hints of tropical fruit, nectarine, melon and pineapple from a solid Riesling.

The grape originated in the Rhine region of Germany, and the best of them are said to grow along the banks of the Mosel River on the beautiful steep, south facing hills.

There are six categories of Riesling which indicate the ripeness of the grapes. Kabinett is considered “off-dry” and is a typically ripe grape. Spätlese is riper and therefor sweeter, and Auslese is even riper still. Beyond on that you have Beerenauslese, Trockenbeerenauslese and Eiswein (or ice wine), all getting sweeter, more viscous and more expensive.

It's a favorite in the food and beverage industry because of its willingness to play with a wide variety of foods, particular spicy dishes. The current Asian fusion boom is thought to have had a tremendous effect on Riesling's popularity."
633,Örökség Tokaji Szamorodni Tarcal,Fanni Kertje,2001,4.2,42.0,Tokaj,Hungary,,,,,,
634,Lions de Suduiraut Sauternes,Château Suduiraut,2011,3.8,19.99,Sauternes,France,Sauvignon Blanc,4.3836417,4.8312454,4.9321523,,
635,Sauternes (Premier Grand Cru Classé),Château Rabaud-Promis,2003,4.2,43.89,Sauternes,France,Sauvignon Blanc,4.32562,4.7794333,4.878162400000001,,
636,Vidal Icewine,Inniskillin,2015,4.4,49.96,Niagara Peninsula,Canada,,,,,,
637,Sauternes (Premier Grand Cru Classé),Château Rieussec,1990,4.5,100.0,Sauternes,France,Sauvignon Blanc,4.3623915,4.7800709999999995,4.8944735999999995,,
638,Château Pineau du Rey Sauternes,Château Filhot,2012,3.7,15.0,Sauternes,France,Sauvignon Blanc,4.3543205,4.8074384000000006,4.9325614,,
639,Late Harvest Malbec,Susana Balbo,2012,3.9,22.96,Lujan de Cuyo,Argentina,Malbec,2.1731868,3.6223676,3.7298002,2.0106704,"Extremely popular, Argentinian Malbec is an inky, medium-bodied, dry red wine with strong impressions of dark fruits on the nose and palate. This wine tends to have mellower tannins than its French counterpart.

Heavily dependent on where they are grown for variations in flavor, Argentinian Malbec has quickly become a world favorite due to the characteristics that the high altitude climate and soils impart to the fruit.

Originally from France, it is one of the original 5 “Bordeaux” grapes. It is scarcely planted in France anymore.

It has found an amazingly hospitable home in the mountains of Argentina from which some of the world's best selling Malbecs are grown.

Starkly different from French versions in structure and flavor, this wine is a good investment for collectors, as the wine can age for several years before drinking.This wine also pairs very well with any savory red meat dish-- particularly dishes that include spice."
640,Vin Santo del Chianti Classico,Fèlsina,2005,4.4,44.99,Vin Santo del Chianti Classico,Italy,,,,,,
641,Sauternes (Crème de Tête),Château Gilette,1976,4.2,277.99,Sauternes,France,Sauvignon Blanc,4.303703,4.581304599999999,4.837651,,
642,Sauternes (Premier Grand Cru Classé),Château Suduiraut,2004,4.4,50.9,Sauternes,France,Sauvignon Blanc,4.363766,4.741132299999999,4.8958597,,
643,Aszú 6 puttonyos,Royal Tokaji,2013,4.5,84.0,Tokaj,Hungary,,,,,,
644,Straw Wine,Mullineux,2018,4.3,54.0,Swartland,South Africa,,,,,,
645,Barsac (Premier Grand Cru Classé),Château Climens,1988,4.6,119.0,Barsac,France,Sauvignon Blanc,4.3913283,4.699693,4.91001,,
646,Fine Old Tokay,R.L. Buller & Son,N.V.,4.1,16.99,Victoria,Australia,,,,,,
647,Les Jardins de Babylone Moelleux,Didier Dagueneau (Louis-Benjamin Dagueneau),2009,4.6,149.99,Jurançon,France,,,,,,
648,Pink Moscato,Bellafina,N.V.,4.0,9.99,Veneto,Italy,,,,,,
649,5 Puttonyos Aszú (Red Label),Royal Tokaji,2016,4.5,47.99,Tokaj,Hungary,,,,,,
650,Sauternes,Haut Charmes,2015,3.8,18.95,Sauternes,France,Sauvignon Blanc,4.3837147000000005,5.0,4.979593,,
651,Gewurztraminer Alsace Selection de Grains Nobles,Trimbach,1994,4.5,79.0,Alsace,France,Gewürztraminer,2.5561842999999995,3.6617107000000004,3.0334213,,"Alsace is a wine growing region in Northeast France that borders Germany. Because Alsace is proximal to Germany, cradled in the shadow of the Vosges Mountain range and just east of the Rhine River, it shares many common grape varieties.

Gewürztraminer can trace its lineage to Alsace, and is the second most planted variety in the region.

Gewürztraminer is an aromatic grape, this is typically expressed as exotic fruits such as lychee, star fruit, passion fruit or mango. In addition to lush fruit notes, a host of other aromatics makes for a complex and heady elixir—orange peel, roses, honey, and baking spices are also common fragrances. A deep gold color, it tends to be full-bodied with fairly low acidity and sometimes has a lovely spritz (or slight effervescence).

As a rule, Alsatian Gewürztraminer is unoaked, and is produced in both a dry and off-dry style. Late Harvest Gewürz are made as well, generally labeled as Vendange Tardive (VT) and Sélection de Grains Nobles (or SGN meaning that the wines have been affected by Noble Rot).

Universally known as the wine to pair with spicy Asian cuisine, Gewürztraminer has a broader range of pairing potential. Both dry and off-dry Gewürztraminer will compliment roast duck, washed-rind cheeses like Epoisses, cream of potato soup, bratwurst, omelets with smoked salmon and pizza with figs and Praga ham. Pair off-dry Gewürztraminer with foie gras, apple tartin, or desserts featuring tropical fruit."
652,Sauternes (Premier Grand Cru Classé),Château Lafaurie-Peyraguey,2005,4.1,68.95,Sauternes,France,Sauvignon Blanc,4.314389,4.7723455,4.8714213,,
653,Symphonie de Sauternes,Clos Haut-Peyraguey,2015,4.1,34.36,Sauternes,France,Sauvignon Blanc,4.3340983,4.516694,4.9210925,,
654,Costat Darrèr Jurançon,Camin Larredya,2018,3.9,18.32,Jurançon,France,,,,,,
655,Sauternes Barsac (Premier Grand Cru Classé),Château Coutet,2001,4.2,65.0,Barsac,France,Sauvignon Blanc,4.3556337,4.7459097,4.881172,,
656,Sauternes (Premier Grand Cru Classé),Château Guiraud,1990,4.6,98.91,Sauternes,France,Sauvignon Blanc,4.370208,4.7586260000000005,4.894749,,
657,Sauternes (Premier Grand Cru Classé),Château La Tour Blanche,1990,4.3,69.92,Sauternes,France,Sauvignon Blanc,4.320389,4.7182319999999995,4.904211,,
658,Sauternes (Crème de Tête),Château Gilette,1988,4.4,225.42,Sauternes,France,Sauvignon Blanc,4.303703,4.581304599999999,4.837651,,
659,Coteaux du Layon Premier Cru 'Chaume',Château Soucherie,2014,4.1,29.95,Coteaux du Layon 'Chaume',France,Chenin Blanc,3.9900002,3.195,2.87,,"Loire Chenin Blanc is characterized by its distinctive high acidity. Most tend to be off-dry to medium sweet, with notes of flowers, straw and honey.

The best sweet styles are made from grapes affected by noble rot, which become golden and honeyed. Dry styles possess a chalky minerality to them.

Spanning the Loire River as it flows out to the Atlantic Ocean, the region has diverse soils and climates, meaning Chenin Blanc comes in all different styles.

Because of the grape's inherent high acidity, Chenin Blanc's charm can be lost in cooler vintages, with the acid overpowering."
660,Château Bellevue Monbazillac,Vignobles Lajonie,2011,3.8,19.99,Monbazillac,France,,,,,,
661,Violetta Late Harvest,Grgich Hills,2013,4.3,119.99,Napa Valley,United States,,,,,,
662,Sauternes (Grand Cru Classé),Château de Myrat,2013,3.5,20.99,Sauternes,France,Sauvignon Blanc,4.4154935,4.8310547,4.9138136,,
663,Sauternes,Château d'Yquem,2003,4.7,268.95,Sauternes,France,Sauvignon Blanc,4.3780730000000005,4.692753,4.878145,,
664,Sauternes (Grand Cru Classé),Château de Myrat,2015,3.9,38.95,Sauternes,France,Sauvignon Blanc,4.4154935,4.8310547,4.9138136,,
665,Recioto della Valpolicella Classico,Quintarelli Giuseppe,1997,4.7,295.0,Recioto della Valpolicella,Italy,,,,,,
666,Vin San Giusto,San Giusto a Rentennano,2008,4.2,108.0,Vin Santo,Italy,,,,,,
667,Barsac (Premier Grand Cru Classé),Château Climens,2009,4.5,119.0,Barsac,France,Sauvignon Blanc,4.3913283,4.699693,4.91001,,
668,Sauternes (Premier Grand Cru Classé),Château La Tour Blanche,2009,4.2,59.85,Sauternes,France,Sauvignon Blanc,4.320389,4.7182319999999995,4.904211,,
669,Torcolato,Maculan,2016,4.1,32.99,Breganze,Italy,,,,,,
670,Sauternes (Premier Grand Cru Classé),Château Suduiraut,2014,4.2,62.98,Sauternes,France,Sauvignon Blanc,4.363766,4.741132299999999,4.8958597,,
671,Sauternes (Grand Cru Classé),Château Doisy-Vedrines,2014,4.2,36.98,Sauternes,France,Sauvignon Blanc,4.3899745999999995,4.7700806,4.8920392999999995,,
672,Dolce (Late Harvest),Dolce,2012,4.6,84.95,Napa Valley,United States,,,,,,
673,Sauternes,Château d'Yquem,1991,4.6,296.89,Sauternes,France,Sauvignon Blanc,4.3780730000000005,4.692753,4.878145,,
674,Barsac (Premier Grand Cru Classé),Château Climens,1995,4.3,109.0,Barsac,France,Sauvignon Blanc,4.3913283,4.699693,4.91001,,
681,Sauternes (Grand Cru Classé),Château Lamothe Guignard,2001,4.1,43.55,Sauternes,France,Sauvignon Blanc,4.306015,4.6986637,4.8658204000000005,,
682,Vin de Constance (Natural Sweet),Klein Constantia,2015,4.6,134.99,Constantia,South Africa,,,,,,
684,Sauternes (Premier Grand Cru Classé),Château Suduiraut,2005,4.3,75.89,Sauternes,France,Sauvignon Blanc,4.363766,4.741132299999999,4.8958597,,
685,Lions de Suduiraut Sauternes,Château Suduiraut,2016,3.7,19.0,Sauternes,France,Sauvignon Blanc,4.3836417,4.8312454,4.9321523,,
686,Fleurfontein,Keermont,2017,4.1,35.0,Stellenbosch,South Africa,,,,,,
687,Moscato L.H.,Vignalta,2016,4.3,17.47,Colli Euganei,Italy,,,,,,
688,Recioto Della Valpolicella Classico,Bussola,2009,4.2,59.99,Recioto della Valpolicella,Italy,,,,,,
689,Tokaji Aszú Eszencia,Disznókó,1999,4.5,186.39,Tokaj,Hungary,,,,,,
690,Sauternes (Premier Grand Cru Classé),Château de Rayne Vigneau,2000,4.1,58.0,Sauternes,France,Sauvignon Blanc,4.348711499999999,4.690018,4.8567557,,
691,Sauternes Barsac (Premier Grand Cru Classé),Château Coutet,1998,4.2,58.0,Barsac,France,Sauvignon Blanc,4.3556337,4.7459097,4.881172,,
692,Sauternes (Grand Cru Classé),Château Doisy-Vedrines,2000,4.2,46.0,Sauternes,France,Sauvignon Blanc,4.3899745999999995,4.7700806,4.8920392999999995,,
693,Sauternes (Premier Grand Cru Classé),Château Guiraud,2015,4.3,54.95,Sauternes,France,Sauvignon Blanc,4.370208,4.7586260000000005,4.894749,,
694,No. 3 Old Vines,Jorge Ordóñez,2005,4.6,53.95,Málaga,Spain,,,,,,
695,Sauternes,Château d'Yquem,1990,4.8,425.0,Sauternes,France,Sauvignon Blanc,4.3780730000000005,4.692753,4.878145,,
696,Vin Santo del Chianti Classico,Isole e Olena,2009,4.5,60.0,Vin Santo del Chianti Classico,Italy,,,,,,
697,Fleurfontein,Keermont,2018,4.1,35.0,Stellenbosch,South Africa,,,,,,
698,Passito Oro,La Spinetta,2010,4.5,38.99,Piemonte,Italy,,,,,,
699,L'Extravagant de Doisy-Daëne Sauternes,Château Doisy-Daëne,2010,4.4,286.95,Sauternes,France,Sauvignon Blanc,4.424881500000001,4.864936,5.0,,
700,Cagnina di Romagna Dolce,Adesso,2019,3.8,9.99,Gagnina di Romagna,Italy,,,,,,
